Subject,Session,COND,WARN,IT_CONG_C,IT_CONG_D,IT_CONG_I,IT_CONG_M,IT_NEU_C,IT_NEU_D,IT_NEU_I,IT_NEU_M,IT_MI_C,IT_MI_D,IT_MI_I,IT_MI_M,CONG_C,CONG_I,CONG_M,NEU_C,NEU_I,NEU_M,MI_C,MI_I,MI_M,Misinfo_Effect,IT_CONG_C_Conf,IT_CONG_D_Conf,IT_CONG_I_Conf,IT_CONG_M_Conf,IT_NEU_C_Conf,IT_NEU_D_Conf,IT_NEU_I_Conf,IT_NEU_M_Conf,IT_MI_C_Conf,IT_MI_D_Conf,IT_MI_I_Conf,IT_MI_M_Conf,FT_CONG_C_Conf,FT_CONG_I_Conf,FT_CONG_M_Conf,FT_NEU_C_Conf,FT_NEU_I_Conf,FT_NEU_M_Conf,FT_MI_C_Conf,FT_MI_I_Conf,FT_MI_M_Conf,IT_Conf_1Q,IT_Conf_2Q,IT_Conf_3Q,IT_Conf_4Q,IT_Cong_Conf_1Q,IT_Cong_Conf_2Q,IT_Cong_Conf_3Q,IT_Cong_Conf_4Q,IT_Neu_Conf_1Q,IT_Neu_Conf_2Q,IT_Neu_Conf_3Q,IT_Neu_Conf_4Q,IT_Misl_Conf_1Q,IT_Misl_Conf_2Q,IT_Misl_Conf_3Q,IT_Misl_Conf_4Q,FT_Cong_Conf_1Q,FT_Cong_Conf_2Q,FT_Cong_Conf_3Q,FT_Cong_Conf_4Q,FT_Neu_Conf_1Q,FT_Neu_Conf_2Q,FT_Neu_Conf_3Q,FT_Neu_Conf_4Q,FT_Misl_Conf_1Q,FT_Misl_Conf_2Q,FT_Misl_Conf_3Q,FT_Misl_Conf_4Q,IT_Acc_ITConf_1Q,IT_Acc_ITConf_2Q,IT_Acc_ITConf_3Q,IT_Acc_ITConf_4Q,FTCongAcc_FTConf1Q,FTCongAcc_FTConf2Q,FTCongAcc_FTConf3Q,FTCongAcc_FTConf4Q,FTNeuAcc_FTConf1Q,FTNeuAcc_FTConf2Q,FTNeuAcc_FTConf3Q,FTNeuAcc_FTConf4Q,FTMislAcc_FTConf1Q,FTMislAcc_FTConf2Q,FTMislAcc_FTConf3Q,FTMislAcc_FTConf4Q,FTCongAcc_ITConf1Q,FTCongAcc_ITConf2Q,FTCongAcc_ITConf3Q,FTCongAcc_ITConf4Q,FTNeuAcc_ITConf1Q,FTNeuAcc_ITConf2Q,FTNeuAcc_ITConf3Q,FTNeuAcc_ITConf4Q,FTMislAcc_ITConf1Q,FTMislAcc_ITConf2Q,FTMislAcc_ITConf3Q,FTMislAcc_ITConf4Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2,T,W,0.38,0.13,0.50,0.00,0.38,0.13,0.50,0.00,0.63,0.13,0.25,0.00,0.38,0.50,0.13,0.50,0.38,0.13,0.50,0.13,0.38,0.25,97,0,13,,93,0,43,,75,0,10,,42,36,35,78,33,20,100,50,42,2,27,73,100,0,0,70,100,5,45,75,100,0,35,75,100,25,38,40,50,23,45,80,100,38,50,100,100,0.00,0.17,0.67,1.00,0.5,0,0,1,0,0.5,1,0.5,0,0,1,1,0,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,3,T,W,0.50,0.00,0.38,0.13,0.13,0.00,0.75,0.13,0.38,0.00,0.63,0.00,0.75,0.00,0.25,0.75,0.13,0.13,0.63,0.38,0.00,-0.13,80,,40,20,50,,12,5,78,,37,,78,,40,77,50,30,78,27,,7,45,70,75,13,63,85,100,0,5,28,50,8,68,98,,25,70,90,100,20,60,90,100,0,45,100,100,0.00,0.50,0.67,0.17,0.5,0.5,1,1,0.5,0.5,1,1,0,0.5,1,1,1,0.5,1,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1,T,W,0.88,0.00,0.13,0.00,0.50,0.00,0.50,0.00,0.50,0.00,0.50,0.00,1.00,0.00,0.00,0.63,0.13,0.25,0.63,0.13,0.25,0.00,89,,80,,95,,55,,90,,20,,91,,,90,75,38,70,0,65,38,67,94,100,75,78,100,100,38,90,95,100,0,33,88,100,63,100,100,100,25,75,100,100,0,50,90,100,0.33,0.67,0.67,0.83,1,1,1,1,0.5,0,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,0.5,0.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2,T,W,0.75,0.00,0.13,0.13,0.88,0.00,0.13,0.00,0.50,0.00,0.50,0.00,0.88,0.00,0.13,0.75,0.25,0.00,0.63,0.13,0.25,0.25,80,,0,60,77,,0,,100,,19,,84,,60,100,25,,78,60,73,9,57,93,100,25,68,78,100,3,65,100,100,0,38,100,100,43,90,90,100,25,100,100,100,55,68,75,100,0.33,0.50,1.00,1.00,0.5,1,1,1,0,1,1,1,0.5,0.5,0.5,1,1,0.5,1,1,0.5,0.5,1,1,0.5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,3,T,W,0.25,0.00,0.63,0.13,0.25,0.13,0.50,0.13,0.63,0.00,0.38,0.00,0.75,0.13,0.13,0.38,0.38,0.25,0.75,0.00,0.25,0.00,30,,2,0,70,0,1,0,38,,50,,78,50,100,53,10,38,65,,50,2,7,17,67,0,0,6,30,0,0,1,70,5,20,45,100,35,75,100,100,3,18,38,75,38,50,75,100,0.17,0.33,0.17,0.83,0.5,0.5,1,1,0,0.5,0.5,0.5,1,0,1,1,0.5,1,0.5,1,0,0,0.5,1,0.5,1,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,T,W,0.63,0.00,0.38,0.00,0.38,0.00,0.50,0.13,0.38,0.00,0.50,0.13,1.00,0.00,0.00,0.50,0.38,0.13,0.13,0.25,0.63,0.50,90,,40,,100,,48,40,87,,23,100,96,,,75,30,60,80,25,88,12,55,92,100,15,75,95,100,15,50,100,100,5,40,80,100,85,100,100,100,0,30,95,100,25,70,90,100,0.00,0.17,1.00,0.67,1,1,1,1,0,0.5,0.5,1,0,0,0.5,0,1,1,1,1,0,0,1,1,0,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2,T,W,0.50,0.00,0.50,0.00,0.88,0.00,0.13,0.00,0.75,0.00,0.13,0.13,0.88,0.00,0.13,0.88,0.13,0.00,0.75,0.00,0.25,0.25,90,,10,,94,,0,,97,,100,100,81,,100,97,80,,98,,100,43,70,93,100,0,20,80,100,40,90,100,100,90,100,100,100,35,100,100,100,80,100,100,100,95,100,100,100,0.33,0.67,0.83,1.00,1,0.5,1,1,0.5,1,1,1,1,0.5,0.5,1,1,1,1,0.5,1,0.5,1,1,0.5,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,3,T,W,0.50,0.00,0.50,0.00,0.50,0.25,0.25,0.00,0.63,0.00,0.38,0.00,0.75,0.13,0.13,0.38,0.50,0.13,0.63,0.25,0.13,0.00,100,,63,,75,0,55,,94,,50,,100,100,30,90,45,30,80,45,100,30,60,92,98,55,70,100,100,0,30,80,95,35,80,95,100,65,100,100,100,35,45,65,100,35,65,95,100,0.00,0.33,0.83,1.00,0.5,1,1,0.5,0,0,0.5,1,0.5,0.5,1,0.5,1,0,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1,T,W,0.50,0.00,0.50,0.00,0.63,0.13,0.25,0.00,0.63,0.13,0.13,0.13,0.88,0.13,0.00,0.75,0.25,0.00,0.63,0.25,0.13,0.13,90,,100,,100,0,100,,100,0,100,50,96,100,,92,50,,90,100,,52,100,100,100,80,100,100,100,50,100,100,100,25,100,100,100,88,100,100,100,25,100,100,100,75,100,100,,0.33,0.83,0.50,0.67,1,0.5,1,1,0.5,0.5,1,1,0.5,1,1,0,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2,T,W,0.38,0.13,0.25,0.25,0.50,0.00,0.50,0.00,0.75,0.00,0.25,0.00,0.88,0.00,0.13,0.63,0.38,0.00,0.88,0.00,0.13,0.13,83,0,25,50,75,,0,,92,,25,,100,,0,60,17,,100,,100,8,33,75,100,0,25,75,100,0,0,50,100,25,75,100,100,50,100,100,100,0,0,75,100,100,100,100,100,0.00,0.50,0.83,0.83,0.5,1,1,1,0,1,0.5,1,0.5,1,1,1,1,1,0.5,1,0.5,0.5,0.5,1,0.5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,3,T,W,0.38,0.00,0.50,0.13,0.50,0.13,0.38,0.00,0.50,0.00,0.50,0.00,0.75,0.25,0.00,0.25,0.13,0.63,0.50,0.25,0.25,-0.38,90,,48,80,93,0,10,,90,,40,,87,30,,100,30,40,98,65,95,4,55,85,100,6,80,85,100,0,16,85,100,5,70,85,100,30,60,100,100,15,35,65,100,60,95,100,100,0.00,0.33,0.67,0.83,0.5,0.5,1,1,0,0,0,1,0.5,0.5,0.5,0.5,0,1,1,1,0,0,0,1,0,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2,T,W,0.63,0.00,0.38,0.00,0.63,0.00,0.38,0.00,0.88,0.00,0.13,0.00,0.75,0.25,0.00,0.75,0.13,0.13,0.75,0.13,0.13,0.00,56,,23,,88,,30,,55,,0,,80,10,,95,100,80,93,100,40,10,33,80,100,0,10,65,100,25,75,100,100,5,15,75,100,10,55,85,100,80,95,100,100,48,100,100,100,0.50,0.67,0.83,0.83,0,1,1,1,0.5,1,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,0.5,1,0.5,0.5,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,3,T,W,0.50,0.13,0.25,0.13,1.00,0.00,0.00,0.00,0.63,0.13,0.25,0.00,0.75,0.13,0.13,0.88,0.13,0.00,0.88,0.00,0.13,0.13,100,0,50,0,69,,,,75,0,63,,100,0,50,89,25,,71,,100,13,46,100,100,0,50,100,100,26,50,100,100,13,38,100,100,25,100,100,100,25,100,100,100,0,100,100,100,0.50,0.50,0.83,1.00,0,1,1,1,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,1,0.5,1,1,1,1,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1,T,W,0.75,0.00,0.25,0.00,0.63,0.25,0.13,0.00,0.38,0.00,0.38,0.25,1.00,0.00,0.00,0.63,0.13,0.25,0.38,0.00,0.63,0.38,94,,35,,72,50,0,,100,,0,50,85,,,95,0,1,89,,55,12,45,95,98,35,85,100,100,0,50,85,95,0,0,100,100,68,84,90,100,0,46,94,100,10,73,89,100,0.00,0.67,0.83,0.83,1,1,1,1,0,0.5,1,1,0,0.5,0.5,0.5,1,1,1,1,0,1,1,0.5,0,0,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2,T,W,0.50,0.00,0.38,0.13,0.25,0.00,0.75,0.00,0.63,0.00,0.25,0.13,1.00,0.00,0.00,0.50,0.25,0.25,0.38,0.13,0.50,0.25,48,,22,0,45,,20,,57,,50,30,75,,,85,50,55,73,50,88,7,29,47,63,3,25,40,60,2,18,40,45,17,45,60,85,35,65,100,100,45,60,70,100,50,70,90,100,0.17,0.33,0.50,0.83,1,1,1,1,0,0,1,1,0.5,0.5,0,0.5,1,1,1,1,0,0.5,0.5,1,0.5,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3,T,W,0.38,0.13,0.50,0.00,0.38,0.13,0.38,0.13,0.63,0.00,0.38,0.00,0.63,0.25,0.13,0.75,0.13,0.13,0.63,0.38,0.00,-0.13,70,0,37,,67,0,38,30,88,,38,,53,0,10,23,,,81,30,,13,38,92,100,0,10,100,100,0,28,75,100,38,75,100,,0,6,55,100,10,50,,,8,40,100,100,0.17,0.50,0.67,0.50,0,1,0.5,1,1,1,0.5,0.5,0.5,0,1,1,0,0.5,1,1,0.5,0.5,1,1,0,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1,T,W,0.63,0.00,0.38,0.00,0.63,0.13,0.25,0.00,0.38,0.25,0.25,0.13,0.63,0.25,0.13,0.63,0.38,0.00,0.00,0.13,0.88,0.88,50,,0,,68,0,75,,83,0,10,20,100,25,40,82,50,,,50,93,3,15,53,100,0,0,25,100,10,35,100,100,0,10,35,100,20,75,100,100,15,65,100,100,50,100,100,100,0.17,0.33,0.83,0.83,0,0.5,1,1,0.5,0,1,1,0,0,0,0,0.5,0,1,1,0.5,0.5,1,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2,T,W,0.50,0.00,0.38,0.13,0.75,0.00,0.25,0.00,0.38,0.00,0.50,0.13,0.88,0.13,0.00,0.75,0.25,0.00,0.38,0.25,0.38,0.38,90,,37,40,73,,50,,77,,63,100,80,100,,93,100,,100,45,100,9,63,100,100,5,50,100,100,5,65,100,100,16,75,100,100,30,100,100,100,80,100,100,100,45,100,100,100,0.33,0.50,0.83,0.50,1,1,1,0.5,1,1,1,0,0,0.5,0.5,0.5,0.5,1,1,1,0.5,1,1,0.5,0.5,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,3,T,W,0.50,0.13,0.25,0.13,0.50,0.13,0.38,0.00,0.50,0.25,0.25,0.00,0.50,0.25,0.25,0.50,0.38,0.13,0.75,0.25,0.00,-0.13,93,0,45,80,76,0,45,,90,0,50,,100,75,55,80,20,50,92,35,,11,48,82,100,20,65,85,100,13,38,70,100,0,40,90,100,30,100,100,100,5,35,75,100,35,75,100,100,0.00,0.50,0.50,1.00,0,1,1,0,0,0.5,0.5,1,0.5,0.5,1,1,0,0.5,0.5,1,0,0.5,0.5,1,1,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1,T,W,0.75,0.00,0.25,0.00,0.75,0.00,0.13,0.13,0.63,0.13,0.13,0.13,0.88,0.13,0.00,0.88,0.13,0.00,0.75,0.00,0.25,0.25,93,,40,,95,,30,80,92,0,50,100,89,70,,93,80,,85,,65,38,85,98,100,40,80,100,100,50,90,100,100,25,85,95,100,65,80,100,100,80,85,100,100,60,75,85,100,0.17,0.83,0.83,1.00,0.5,1,1,1,1,0.5,1,1,0.5,0.5,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2,T,W,0.63,0.00,0.25,0.13,0.88,0.00,0.13,0.00,0.75,0.00,0.13,0.13,0.50,0.38,0.13,0.75,0.13,0.13,1.00,0.00,0.00,-0.13,60,,10,50,77,,10,,81,,5,50,88,37,60,98,20,50,85,,,19,52,79,93,10,40,55,80,20,60,95,100,28,55,88,100,30,50,80,100,35,95,100,100,55,85,100,100,0.17,1.00,0.83,1.00,0,0.5,0.5,1,0,1,1,1,1,1,1,1,0,1,0.5,0.5,0.5,0.5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,3,T,W,0.63,0.25,0.13,0.00,0.75,0.13,0.13,0.00,0.75,0.13,0.13,0.00,0.88,0.00,0.13,0.88,0.13,0.00,0.63,0.25,0.13,0.13,68,0,60,,63,10,100,,73,0,0,,81,,50,60,0,,50,40,80,5,45,73,98,0,50,55,95,15,35,95,100,0,50,70,100,50,70,90,100,0,30,80,100,10,35,70,90,0.17,1.00,0.67,1.00,0.5,1,1,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,1,1,1,0.5,1,1,1,0.5,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1,T,W,0.75,0.13,0.13,0.00,0.75,0.00,0.25,0.00,0.50,0.00,0.50,0.00,0.88,0.13,0.00,0.75,0.13,0.13,0.13,0.25,0.63,0.50,83,0,0,,91,,50,,88,,38,,100,100,,100,100,50,50,75,100,17,66,92,100,0,50,100,100,25,99,100,100,25,50,75,100,100,100,100,100,75,100,100,100,50,100,100,100,0.17,0.67,0.83,1.00,1,1,0.5,1,0,1,1,1,0.5,0,0,0,1,1,1,0.5,0.5,0.5,1,1,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2,T,W,0.63,0.00,0.25,0.13,0.50,0.00,0.50,0.00,0.63,0.00,0.38,0.00,0.75,0.00,0.25,0.63,0.13,0.25,0.50,0.00,0.50,0.25,72,,33,85,98,,5,,98,,47,,72,,53,98,0,23,91,,68,15,52,94,98,5,70,88,93,0,10,95,100,40,75,100,100,28,68,80,93,0,68,100,100,50,73,95,100,0.17,0.33,0.83,1.00,0.5,1,0.5,1,0,0.5,1,1,0,0.5,0.5,1,1,1,0.5,0.5,0.5,0,1,1,0.5,0,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,3,T,W,0.50,0.13,0.25,0.13,0.50,0.00,0.38,0.13,0.88,0.00,0.13,0.00,0.75,0.13,0.13,0.63,0.25,0.13,0.75,0.13,0.13,0.00,95,0,10,40,71,,13,80,64,,15,,87,50,40,77,38,90,60,5,10,6,24,88,100,5,25,90,100,5,20,78,100,8,28,95,100,35,70,100,100,23,60,93,100,3,10,75,100,0.33,0.33,0.83,1.00,0.5,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1,T,W,0.50,0.00,0.50,0.00,0.75,0.00,0.25,0.00,0.63,0.00,0.25,0.13,0.88,0.13,0.00,0.75,0.13,0.13,0.63,0.00,0.38,0.25,90,,8,,83,,5,,93,,0,80,67,0,,79,30,75,90,,40,2,54,85,100,0,15,80,100,5,65,85,100,0,83,90,100,0,35,100,100,15,75,100,100,10,75,100,100,0.00,0.50,1.00,1.00,0.5,1,1,1,0.5,0.5,1,1,0,1,0.5,1,1,0.5,1,1,0.5,0.5,1,1,0,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2,T,W,0.50,0.25,0.13,0.13,0.38,0.00,0.50,0.13,0.75,0.00,0.13,0.13,0.63,0.25,0.13,0.75,0.25,0.00,0.88,0.00,0.13,0.13,80,0,40,0,70,,20,30,80,,30,60,52,10,20,80,40,,67,,40,10,35,72,92,0,20,75,85,0,15,55,90,30,70,85,100,0,20,45,85,30,80,80,90,20,60,80,95,0.17,0.17,0.83,1.00,0.5,0,1,1,0.5,1,0.5,1,0.5,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,3,T,W,0.63,0.00,0.25,0.13,0.50,0.13,0.25,0.13,0.75,0.13,0.13,0.00,0.75,0.25,0.00,0.63,0.25,0.13,0.25,0.00,0.75,0.63,95,,10,100,85,0,15,50,81,0,2,,87,35,,68,25,25,45,,74,5,59,86,100,10,88,100,100,5,35,70,100,1,55,88,100,18,78,100,100,20,25,63,100,30,50,88,100,0.00,0.50,1.00,1.00,0.5,0.5,1,1,1,0,0.5,1,0.5,0.5,0,0,0.5,0.5,1,1,0,0.5,1,1,0,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1,T,W,0.63,0.13,0.25,0.00,0.75,0.00,0.13,0.13,0.75,0.00,0.25,0.00,0.88,0.13,0.00,0.75,0.13,0.13,0.88,0.00,0.13,0.00,77,0,0,,84,,30,50,59,,0,,71,20,,95,60,70,65,,30,13,33,77,98,0,8,88,98,40,65,88,100,0,25,55,98,25,63,78,93,65,88,98,100,15,50,80,98,0.00,0.83,1.00,1.00,0.5,1,1,1,0,1,1,1,0.5,1,1,1,1,0.5,1,1,0,1,1,1,1,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1,T,W,0.63,0.13,0.25,0.00,0.38,0.00,0.63,0.00,0.25,0.00,0.75,0.00,0.75,0.13,0.13,0.25,0.50,0.25,0.38,0.25,0.38,0.13,41,0,43,,87,,32,,65,,27,,77,0,0,100,28,25,53,0,55,0,25,54,88,0,10,58,78,0,45,75,90,0,20,30,95,0,45,86,100,5,20,55,100,0,5,63,95,0.17,0.17,0.67,0.67,0,1,1,1,0,0,0,1,0.5,0,0.5,0.5,0.5,0.5,1,1,0,0,0,1,0,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1,T,W,0.63,0.00,0.38,0.00,0.63,0.00,0.38,0.00,0.25,0.13,0.63,0.00,1.00,0.00,0.00,0.75,0.13,0.13,0.50,0.13,0.38,0.25,80,,17,,92,,42,,95,0,30,,98,,,91,100,75,80,30,93,8,46,77,98,13,38,75,100,13,85,95,100,0,15,60,95,90,100,100,100,75,85,100,100,53,78,90,95,0.00,0.50,0.67,0.83,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,0,1,1,1,1,0.5,1,1,0.5,0,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1,T,W,0.75,0.13,0.00,0.13,0.75,0.00,0.25,0.00,1.00,0.00,0.00,0.00,0.88,0.00,0.13,0.88,0.13,0.00,1.00,0.00,0.00,0.00,75,10,,80,64,,28,,87,,,,77,,60,69,5,,76,,,24,75,83,97,15,70,85,100,10,55,65,90,48,100,100,100,45,70,85,100,18,45,80,100,25,80,100,100,0.67,0.67,1.00,1.00,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,3,T,W,0.63,0.00,0.38,0.00,0.38,0.00,0.38,0.25,0.63,0.00,0.38,0.00,0.88,0.00,0.13,0.50,0.13,0.38,0.75,0.13,0.13,-0.25,88,,34,,87,,61,50,83,,17,,99,,30,100,2,24,87,1,1,4,58,97,100,2,70,100,100,0,73,100,100,10,30,93,100,60,100,100,100,2,35,100,100,1,60,100,100,0.00,0.67,0.83,0.67,0.5,1,1,1,0,0,1,1,0,1,1,1,0.5,1,1,1,0,1,0.5,0.5,1,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
